student_id,month,text_fa
RADAR-079,2026-07,🔹ستاد توسعه فناوری و کاربرد هوش مصنوعی ریاست‌جمهوری با انتشار دو فراخوان، از اجرای پروژه‌های توسعه فناوری و کاربرد هوش مصنوعی در حوزه‌های پولی و بانکی و همچنین عمران و حمل‌ونقل حمایت می‌کند. 🔹بر اساس شرایط اعلام‌شده، مدت اجرای هر پروژه حداکثر ۱۲ ماه خواهد بود. همچنین هر طرح باید با مشارکت دو شخصیت حقوقی، شامل یک مجموعه متخصص در حوزه هوش مصنوعی و یک مجموعه متخصص در حوزه تخصصی مربوطه (پولی و بانکی یا عمران و حمل‌ونقل) ارائه شود. دست‌کم یکی از این دو مجموعه نیز باید دارای تأییدیه دانش‌بنیان در حوزه مرتبط باشد. 🔹متقاضیان پس از مطالعه ضوابط، الزامات و محورهای فراخوان، می‌توانند تا ۲۰ مردادماه سال جاری با مراجعه به سامانه «خدمت» نسبت به ثبت درخواست
RADAR-080,2026-07,🖋 فناوری ستون پنهان اقتصاد ایران است ⬅️ محمد خلج، مدیرعامل اسنپ، در یادداشتی که به مناسبت روز فناوری اطلاعات برای پیوست نوشته به اهمیت فناوری در توسعه اقتصاد پرداخته است. ⬅️خلج در این یادداشت توضیح داده:‌ « شرکت‌های فناوری در سال‌های اخیر بارها نشان داده‌اند که می‌توانند خود را با شرایط دشوار تطبیق دهند، راهکارهای جایگزین پیدا کنند و ارائه خدمت را متوقف نکنند. این ظرفیت ارزشمند است، اما بهای آن هم کم نیست. هر بار که بخشی از منابع، سرمایه و توان تیم‌ها صرف جبران محدودیت‌های تکرارشونده می‌شود، همان میزان از فرصت توسعه محصول، نوآوری و رقابت کاسته می‌شود. این هزینه‌ای است که در نهایت فقط شرکت‌های فناوری نمی‌پردازند؛ کل اقتصاد آن را پرداخت می‌کند.
RADAR-081,2026-07,🔻شکایت دیجی‌پی از انحصار، آیا بازار تغییر می‌کند؟ 🔹موضوع انحصار در بازار نه جدید است و نه مختص به ایران و به همین دلیل است که قوانین و مقررات ضد انحصار بسیار روشنی در کشورهای با اقتصاد آزاد وضع شده است. 🔹اما در ایران با یک اقتصاد کوچک و عمدتا دولتی، موضوع انحصار، چندان مورد توجه قرار نگرفته بود تا اینکه پلتفرم‌های اینترنت در بازارهای مختلف به رقابت پرداختند. 🔹در جدیدترین مورد از شکایت‌ها بابت ایجاد انحصار، دیجی‌پی از اسنپ‌پی شکایت کرد و در نهایت توانست رأی شورای رقابت را به نفع خود دریافت کند. 🔹اما با این رای آیا واقعاً چیزی در بازار تغییر خواهد کرد؟ 🆔
RADAR-082,2026-07,🔺 نامه اتحادیه پوشاک به بازیگران BNPL: اجرای رأی شورای رقابت را جدی بگیرید 🔹 دامنه پرونده قراردادهای انحصاری در بازار خرید اعتباری (BNPL) حالا به تشکل‌های صنفی نیز رسیده است. اتحادیه تولید و صادرات نساجی و پوشاک ایران در نامه‌ای، خطاب به مدیران عامل شرکت‌های فعال در این بازار، بر اجرای رأی شورای رقابت و حفظ حق انتخاب فروشگاه‌ها برای همکاری هم‌زمان با همه ارائه‌دهندگان خدمات اعتباری تأکید کرده است. 🔹به گزارش پیوست، این نامه به امضای منصور الماسی، رئیس هیأت‌مدیره اتحادیه، رسیده و خطاب به مدیران عامل چهار شرکت افرا سرمایه دیجیتال (ازکی)، اطلس تجارت نوین دیبا (اسنپ‌پی)، تارا و نوآوران پرداخت مجازی ایرانیان (دیجی‌پی) ارسال شده است. اتحادیه در این 
RADAR-083,2026-08,🔻پشت پرده فناوری ایران، همیشه آن چیزی نیست که در تیترها می‌بینید 🔹در اولین قسمت «پیوست هفته»، آرش برهمند و مهرک محمودی مهم‌ترین اتفاقات هفته اکوسیستم فناوری و اقتصاد دیجیتال ایران را مرور می‌کنند و سراغ روایت‌هایی می‌روند که کمتر دیده یا شنیده شده‌اند. در این قسمت: 🔸 ماجرای تعلیق و چالش‌های فوتبال ۳۶۰ 🔸 رقابت داغ دیجی‌پی و اسنپ‌پی 🔸 پشت پرده بازار پلتفرم‌های طلای آنلاین 🔸 نارضایتی رانندگان و مسافران تاکسی‌های اینترنتی 🔸 و مهم‌تر از همه، این سؤال که چه کسی قواعد بازی پلتفرم‌ها را تعیین می‌کند؟ 🔹«پیوست هفته» هر هفته مهم‌ترین خبرهای فناوری، اقتصاد دیجیتال و استارتاپ‌های ایران را مرور می‌کند و یک پرونده را عمیق‌تر باز می‌کند؛ با تحلیل، داده و گفت
RADAR-084,2026-08,🔻چه کسی دلش برای فردوسی‌پور می‌سوزد؟ | پشت‌پرده جنگ پلتفرم‌ها در ایران 🔹هم‌زمان با انتشار بیانیه رئیس‌جمهور درباره ممنوعیت و تعلیق سکوها، آرش برهمند و مهرک محمودی در اولین قسمت پیوست هفته سراغ یک سؤال قدیمی می‌روند: 🔹آیا مشکل فقط یک پلتفرم است، یا قواعد بازی برای همه سکوها هر لحظه می‌تواند تغییر کند؟ در این قسمت می‌بینید: ⚽️ ماجرای فوتبال ۳۶۰ و تعلیق سکوها 🪙 رقابت و چالش‌های بازار طلای آنلاین 💳 نبرد اسنپ‌پی و دیجی‌پی 🚕 نارضایتی رانندگان و مسافران تاکسی‌های اینترنتی 🩺 وضعیت پلتفرم‌های دوراپزشکی 🔹«پیوست هفته» هر هفته مهم‌ترین خبرهای فناوری و اقتصاد دیجیتال ایران را مرور می‌کند و یک قدم فراتر می‌رود؛ جایی که خبر تمام می‌شود و تحلیل پشت‌پرده آغاز
RADAR-085,2026-08,🔺مدیران پلتفرم‌های تجارت‌الکترونیکی: مقررات سخت‌گیرانه، بازار را به اینستاگرام می‌برد 🔹حدود ۸۹ همت فروش بازارگاه‌های رسمی در برابر ۸۹ همت فروش اینستاگرامی؛ دو بازار هم‌اندازه با قواعدی نابرابر. فعالان حوزه تجارت الکترونیکی معتقدند مقررات سخت‌گیرانه، بخشی از فروشندگان و تقاضا را از بازار رسمی به اینستاگرام و بازارهای غیررسمی سوق داده است. 🔹 مسعود طباطبایی رئیس کمیسیون ریتیل‌تک و مدیرعامل دیجی‌کالا گفت: بخشی از رشد تجارت اجتماعی در شرایطی اتفاق افتاده که پلتفرم‌های رسمی با محدودیت‌هایی در عرضه کالا، مواجه‌اند. 🔹 علی بابایی، مدیرعامل ترب: موانع رگولاتوری، یکی از عواملی است که فروشندگان را به ادامه فعالیت در شبکه‌های اجتماعی ترغیب می‌کند. 🔹متین ا
RADAR-086,2026-08,🔺وضعیت خرده‌فروشی آنلاین در ایران؛ بازار رسمی و فیلترشده هر کدام ۸۹ همت 🔹فروش پلتفرم‌های بزرگ خرده‌فروشی آنلاین در سال ۱۴۰۳ به حدود ۸۹.۵ همت رسیده و در سوی دیگر، ارزش بازار فروشگاه‌های اینستاگرامی نیز در گزارش سال انجمن تجارت الکترونیک حدود ۸۸.۸ همت برآورد شده است. 🔹طبق همین گزارش سهم بازارگاه‌های آنلاین از خرده‌فروشی کشور همچنان کمتر از ۵ درصد است، یک‌چهارم فروش آنها حالا به اعتبار و BNPL وابسته شده و نزدیک به نیمی از فروششان هنوز در تهران اتفاق می‌افتد. 🔹ضمنا سهم BNPL از ارزش کل فروش پلتفرم‌های انجمن از حدود ۲ درصد در سال ۱۳۹۹ به ۲۵ درصد در سال ۱۴۰۳ رسیده است. 🆔 🔗 متن کامل خبر را در سایت پیوست بخوانید: peivast.com/p/265398
RADAR-087,2026-08,🔻 اکالا چطور رکورد زد؟ 🔹اکالا می‌گوید در یک روز بیش از ۳۰۰ هزار سفارش را پردازش کرده؛ رکوردی که ۳۳ درصد بالاتر از رکورد اعلام‌شده دیگر بازیگران بازار خرید آنلاین سوپرمارکتی است. 🔹اما داستان فقط یک رکورد نیست. پشت اکالا شبکه‌ای از ۳۷۵۵ فروشگاه در ۲۶۸ شهر قرار داشت و برای تحویل سفارش‌ها بیش از ۲۴ هزار سفیر از ناوگان الوپیک و تپسی وارد بازی شدند. یعنی رقابت سوپرمارکت آنلاین دیگر فقط رقابت دو اپلیکیشن نیست؛ رقابت شبکه توزیع، لجستیک، فروشگاه فیزیکی و سرمایه است. 🔹در «پیوست هفته» سراغ این سؤال رفتیم که چرا در بازاری که نام اسنپ تقریباً همه‌جا دیده می‌شود، سوپرمارکت آنلاین می‌تواند یکی از جاهایی باشد که ورق بازی جور دیگری برمی‌گردد؟ حامی این برنامه:
RADAR-088,2026-08,🔻قیمت اینترنت چه ربطی به مالیات اینفلوئنسرها دارد؟ 🔹در اپیزود دوم پیوست هفته، آرش برهمند و مهرک محمودی دوباره سراغ پشت‌صحنه اقتصاد دیجیتال ایران می‌روند؛ جایی که گاهی یک خط از قانون مالیات اینفلوئنسرها می‌تواند سر از قبض اینترنت شما دربیاورد. 🔹این هفته می‌پرسیم چرا وزیر ارتباطات برای تهدید اپراتورهای همراه دست به دامن خدا شد، «نقشه طلای ایران» چه چیزی از تب تازه سرمایه‌گذاری نشان می‌دهد، بنیان‌گذاران دیجی‌کالا چرا ۳۰۰ میلیارد تومان روی دُنسه گذاشتند و پشت رقابت عجیب اسنپ‌پی و دیجی‌پی چه خبر است. 🔹چند داستان که روی کاغذ ربطی به هم ندارند؛ اما پشت صحنه، همه بخشی از یک اقتصادند. 🔹نسخه کامل اپیزود دوم پیوست هفته را در یوتیوب و آپارات پیوست ببینید
RADAR-089,2026-08,🔺 معدن تا موبایل؛ آینده طلای آنلاین در زنجیره تامین رقم می‌خورد 🔹 رقابت پلتفرم‌های طلای آنلاین شاید به‌زودی دیگر بر سر چند تومان اختلاف قیمت کارمزد یا تعداد کاربران نباشد؛ آینده این بازار می‌تواند در اختیار بازیگرانی باشد که بتوانند بخش‌های بیشتری از زنجیره طلا، از تامین و استانداردسازی تا انبارداری، تامین مالی و لجستیک را دیجیتال کنند. 🔹به گزارش پیوست، در بخش فین‌تک نقشه، تعداد زیادی از بازیگران حوزه طلای آنلاین در کنار هم قرار گرفته‌انداین پلتفرم‌ها در یک طرف، به کاربر نهایی وصل‌اند و در طرف دیگر به مجموعه‌ای از زیرساخت‌ها و بازیگران فیزیکی و مالی وابسته‌اند. 🔹 در واقع اگر موج اول طلای آنلاین روی خریدوفروش و دسترسی کاربران متمرکز بوده، موج 
RADAR-090,2026-08,🔺حکمرانی طلا با دعوای بازار سنتی و آنلاین تمام شد؛ شکاف همچنان پابرجاست 🔹اختلاف میان فعالان بازار سنتی و پلتفرم‌های آنلاین طلا در پنل «حکمرانی طلای آنلاین» همایش زرآتی بالا گرفت؛ اختلافی که از قیمت‌گذاری و ساعت فعالیت تا شیوه تنظیم‌گری و جایگاه پلتفرم‌ها در صنعت طلا امتداد پیدا کرد و پنل را بدون جمع‌بندی مشخص به پایان رساند. 🔹 حجت شفائی، رئیس اتحادیه تولیدکنندگان و صادرکنندگان طلا در این پنل گفت:«رقابت باید بر سر دستمزد و کارمزد باشد، نه قیمت خود طلا. اقتصاد دیجیتال باید در خدمت تولید باشد، نه در مقابل آن.» 🔹 محمدرضا حاجی‌جعفری، معاون مرکز ملی بهبود محیط کسب‌وکار با محدودکردن ساعت فعالیت پلتفرم‌ها مخالفت کرد و آن را مغایر با ماهیت اقتصاد دیجی
RADAR-091,2026-08,🔻یک بازار و دو پادشاه؛ چه کسی واقعاً اول سوپرمارکت ایران است؟! 🔹اُکالا می‌گوید ما اولیم؛ اسنپ‌مارکت هم می‌گوید نه، ما با اختلاف اولیم! 🔹چند هفته بعد از اینکه اُکالا با انتشار آمارها و رکوردهای تازه‌ا‌ش از جایگاه خود در بازار سوپرمارکت آنلاین گفت، اسنپ‌مارکت هم با یک‌سری عدد تازه وارد میدان شد و گفت اگر معیار ارزش معاملات باشد، از نزدیک‌ترین رقیبش فاصله قابل‌توجهی دارد. 🔹در این بخش از پیوست هفته، آرش برهمند و مهرک محمودی از پشت‌صحنه این رقابت نفس‌گیر در اقتصاد دیجیتال ایران می‌گویند و سراغ این سؤال می‌روند که اصلاً «بازیگر اول» بودن یعنی چه؟ تعداد سفارش؟ تعداد کاربر؟ ارزش معاملات؟ یا سهم از کل بازار؟ 🔹چون بالاخره در یک مسابقه، قاعدتاً نمی‌شود 
RADAR-092,2026-07,🔻دیجی‌‌پی اعدادش را ۱۰ برابر کرد 🔹در حالی که نزدیک به یک سال از استقرار تیم مدیریتی جدید در دیجی‌پی می‌گذرد، ۱۲ ماه گذشته بدون شک سال آسانی برای تجارت الکترونیکی و بازار تسهیلات (LendTech) ایران نبوده است. 🔹در این میان دیجی‌‌پی موفق شده است اعداد شگفت‌انگیزی را در یکی از سخت‌ترین سال‌های تجارت اینترنتی ایران رقم بزند و مدیرعامل این مجموعه، امید ترابی، معتقد است که در صورتی که بازیگران از تله انحصار فرار کنند، سال آینده حتی سال طلایی‌تری هم برای بازار تسهیلات آنلاین ایران خواهد بود. peivast.com/p/263249 🔗 لینک ویدیو در کانال یوتیوب پیوست youtu.be/lWCiYTUq8xg 🔗 لینک ویدیو در کانال آپارات پیوست aparat.com/v/vqdmgfj 🆔
RADAR-093,2026-08,🔺کمیته تسهیل اقتصاد دیجیتال: ارائه خدمات آزمایشگاهی آنلاین مجاز است 🔹ارائه خدمات آزمایشگاهی از طریق پلتفرم‌ها به بیمه‌شدگان تأمین اجتماعی مجاز شد. کمیته تسهیل اقتصاد دیجیتال در رأی نهایی پرونده شکایت انجمن تجارت الکترونیک از سازمان تأمین اجتماعی اعلام کرد این خدمات، مشروط به صدور نسخه معتبر از سوی پزشک دارای صلاحیت و ثبت آن در سامانه نسخه‌نویسی الکترونیکی، قابل ارائه است. 🆔 🔗متن کامل این خبر را در سایت پیوست بخوانید: peivast.com/p/265037
RADAR-094,2026-07,🖋 «اسنپ وکیل» و کلاف سردرگم فناوری‌های حقوقی در ایران ⬅️عاطفه مرادی اسلامی، پژوهشگر دکتری حقوق عمومی دانشگاه تهران و مشاور اندیشکده حکمرانی شریف، در یادداشتی به موج انتقادات نسبت به راه‌اندازی سرویس مشاوره حقوقی اسنپ پرداخته است. ⬅️مرادی در این یادداشت می‌نویسد: «در حالی که رویکرد منع‌کننده در مواجهه با پیشرفت‌های فناورانه، تنها فرصت نقش آفرینی موثرتر کنشگران سنتی در بازارهای جدید را از بین می‌برد و در بلند مدت، تقاضاکنندگان این بازارها بسترهای اقتصادی‌تر، پاسخگوتر و شفاف‌تر را به فرایندهای کم دسترس‌تر سنتی ترجیح خواهند داد..» ⬅️به اعتقاد او: «در جهان امروز، نوآوری‌های اجتماعی دیجیتال به عنوان ابزارها، فرایندها و محصولاتی که با پیوند میان فنا
RADAR-095,2026-07,🔺چرا شبکه‌های اجتماعی هنوز از کودکان محافظت نمی‌کنند؟ 🔹پژوهش تازه «مرکز تحقیقات ایمنی سایبری» که ۸۶ قابلیت ایمنی در تیک‌تاک، اینستاگرام، اسنپ‌چت و یوتیوب را بررسی کرده، نشان می‌دهد بیش از نیمی از ابزارهایی که این پلتفرم‌ها برای محافظت از کودکان و نوجوانان معرفی کرده‌اند، در عمل مطابق وعده‌ها عمل نمی‌کنند. 🔹از میان ۸۶ قابلیت بررسی‌شده، تنها ۳۵ مورد هم از نظر عملکرد و هم از نظر دسترس‌پذیری موفق بوده‌اند. 🔹بر اساس این گزارش، اسنپ‌چت با نرخ شکست ۷۳ درصدی ضعیف‌ترین عملکرد را داشته، پس از آن اینستاگرام با ۶۶ درصد، یوتیوب با ۵۵ درصد و تیک‌تاک با ۵۰ درصد قرار گرفته‌اند. 🔹پژوهشگران می‌گویند در این پلتفرم‌ها همچنان می‌توان برخی محدودیت‌های پیام‌رسانی ر
RADAR-096,2026-07,🔻تجارت اجتماعی با بحران اعتماد مواجه است 🔹ده‌ها هزار کسب‌وکار کوچک در شبکه‌های اجتماعی شکل گرفته‌اند، اما هنوز بخش بزرگی از آنها هنوز بدون زیرساخت‌ و ابزارهای پرداخت با کارت‌به‌کارت، نبود گزارش مالی، ابهام مالیاتی و بحران اعتماد فعالیت می‌کنند. 🔹علی فدایی معاون بازرگانی اسنپ‌پی معتقد است با وجود هم‌پوشانی تجارت الکترونیکی و تجارت اجتماعی، تفاوت رفتار خریداران و فروشندگان در این دو فضا باعث شکل‌گیری پرسوناهای متفاوت و نیازهای متمایز شده است. 🔹کاظم کیال مدیرعامل بله هم با اشاره به تبادل روزانه ۴۰۰ میلیون پیام و فعالیت ۶۰ هزار کسب‌وکار در بله، باور دارد تجارت اجتماعی زمانی به بلوغ می‌رسد که کاربر بتواند بدون ترک محیط گفت‌وگو، خرید، پرداخت و سایر
RADAR-097,2026-07,🖋 بادکنک سود چگونه جابه‌جا می‌شود؟ ⬅️فرید آیت، مدیر عامل سنجاق و تحلیل‌گر کسب‌وکارهای پلتفرمی، در یادداشتی که در پیوست منتشر شده، توضیح می‌دهد که افزایش رقابت در بخشی از بازار ارزش آن بازار را از بین نمی‌برد، بلکه بخشی از زنجیره ارزش را به بخش‌های دیگری منتقل می‌شود. ⬅️آیت در این یادداشت می‌نویسد: «یکی از مهم‌ترین دلایل این جابه‌جایی، پدیده‌ای است که اقتصاددان‌ها آن را «کالایی‌شدن» یا Commoditization می‌نامند. کالایی‌شدن یعنی مشتری دیگر تفاوت معناداری میان گزینه‌های مختلف نمی‌بیند. محصول‌ها آن‌قدر به هم شبیه می‌شوند که انتخاب بیشتر بر اساس قیمت انجام می‌شود تا کیفیت یا ویژگی‌های متمایز. از آنجا به بعد رقابت دیگر بر سر ساختن ارزش نیست؛ بر سر ا
RADAR-098,2026-07,🔺رشد درآمد آبونمان مخابرات؛ هزینه نگهداری شبکه یا تقویت انحصار؟ 🔹افزایش ۴۵ درصدی آبونمان تلفن ثابت که از خردادماه امسال با رایگان شدن مکالمات ثابت به ثابت درون شبکه همراه شد، نخستین بازتاب را در صورت‌های مالی ماهانه شرکت مخابرات نشان داده است. 🔹پیش از این نیز گزارش مالی مخابرات نشان می‌داد درآمد آبونمان بین سال‌های ۱۴۰۳ و ۱۴۰۴ حدود ۳ هزار میلیارد تومان افزایش یافته است. افزایشی که بار دیگر انتقاد اپراتورهای رقیب مثل آسیاتک نسبت به نحوه تامین منابع مالی این شرکت و تاثیر آن بر رقابت در بازار ارتباطات را پررنگ کرده است. 🔹محمدعلی یوسفی‌زاده، مدیرعامل آسیاتک معتقد است درآمد حاصل از آبونمان می‌تواند به سایر فعالیت‌های مخابرات نیز کمک کند و تعادل رق
RADAR-099,2026-07,🔺 کمیته CSR انجمن تجارت الکترونیک با تمرکز بر WorldSkills و میناب آغاز به کار کرد 🔹 انجمن تجارت الکترونیک تهران از آغاز به کار رسمی کمیته CSR انجمن تجارت الکترونیک با هدف توسعه سرمایه انسانی و گسترش فراگیری دیجیتال خبر داد. حمایت از حضور نمایندگان ایران در مسابقات جهانی مهارت 2026 WorldSkills و اجرای پروژه‌ها و برنامه‌های توسعه‌ای در شهرستان میناب، از نخستین اقدامات این کمیته خواهد بود. 🔹 به گزارش پیوست نیما قاضی رئیس انجمن تجارت الکترونیک تهران با اشاره به فلسفه تشکیل کمیته CSR انجمن تجارت الکترونیک گفت: «شرکت‌های عضو انجمن به سازوکاری نیاز داشتند تا بتوانند به جای اجرای اقدامات پراکنده، در قالب پروژه‌های مشترک فعالیت کنند. پروژه‌های تعریف‌ش
RADAR-100,2026-07,🔹معاون سیاستگذاری و برنامه‌ریزی و توسعه فاوا و اقتصاد دیجیتال وزارت ارتباطات و فناوری اطلاعات در دومین روز همایش «چشم‌انداز اقتصاد ایران ۱۴۰۵» با اشاره به اینکه اقتصاد دیجیتال در کشورهای پیشرو بین ۱۵ تا ۴۵ درصد تولید ناخالص داخلی را تشکیل می‌دهد، گفت: سهم اقتصاد دیجیتال به گونه‌ای است که سیاستگذار ناچار است به آن توجه کند. 🔹احسان چیت‌ساز افزود: در این شرایط، سرمایه‌گذاری در زیرساخت‌های ارتباطی توجیه اقتصادی خود را از دست داده است. 🔹چیت‌ساز تأکید کرد که رشد اقتصاد دیجیتال ایران در سال‌های اخیر عمدتاً ناشی از توسعه پلتفرم‌ها بوده و هسته زیرساختی متناسب با آن توسعه نیافته است؛ موضوعی که به اشباع ظرفیت‌های موجود منجر شده و آثار آن طی دو تا سه سال
RADAR-101,2026-07,🔺 فعالان صنعت BNPL: پرداخت اعتباری عامل تورم نیست 🔹فعالان صنعت بانکی و BNPL تاکید می‌کنند پرداخت اعتباری با خلق پول تفاوت دارد و نباید آن را عامل تورم دانست و موفقیت این مدل بیش از هر عامل دیگری به اعتبارسنجی دقیق، مدیریت ریسک و فرهنگ صحیح استفاده از اعتبار وابسته است. 🔹 امید ترابی مدیرعامل دیجی‌پی در دهمین نشست کافه تیف با موضوع آینده پرداخت اعتباری در اکوسیستم مالی گفت: تنها بانک‌ها امکان خلق پول دارند و پلتفرم‌های ارائه‌دهنده اعتبار چنین قابلیتی ندارند. 🔹 محمدمهدی مومنی مدیرعامل ازکی‌وام تاکید کرد: در بسیاری از کشورها، نرخ و شرایط اعتبار به‌صورت پویا و متناسب با ریسک هر مشتری تعیین می‌شود و افراد فاقد سابقه اعتباری یا مشتریان پرریسک، شرایط
RADAR-102,2026-07,🔺 یک خرید قسطی و هزار مساله؛ BNPL در ایران به بلوغ نرسیده است 🔹 الان بخر، بعداً پرداخت کن یا BNPL قرار بود فاصله میان نیاز امروز مشتری و توان پرداخت فردای او را کم کند، اما به نظر می‌رسد این صنعت حالا در ایران درگیر یک فاصله بزرگ‌تر شده است؛ فاصله میان بازیگرانی که هرکدام بخشی از پازل اعتبار را در اختیار دارند اما حاضر نیستند آنها را کنار هم بگذارند. 🔹در حالی که بسیاری از پلتفرم‌های اعتباری، داده مشتریان را یکی از مهم‌ترین دارایی‌های خود می‌دانند و حتی با هدف حفظ مزیت رقابتی حاضر به اشتراک‌گذاری اطلاعاتی مانند بلک‌لیست خود با سایر بازیگران نیستند، تداوم این رویکرد می‌تواند شکل‌گیری یک اکوسیستم یکپارچه اعتبار را به تاخیر بیندازد. 🔹داوود محمدبی
RADAR-103,2026-08,🔺 خزانه‌های جدید سکوهای طلا معرفی شدند 🔹 بانک‌های ملت، سامان و صادرات به عنوان خزانه‌های جدید پلتفرم‌های آنلاین طلا انتخاب شدند؛ اقدامی که پس از ماه‌ها انتقاد از تمرکز نگهداری طلای سکوها در بانک کارگشایی، ممکن است نخستین گام عملی برای پایان دادن به انحصار خزانه‌داری محسوب می‌شود. 🔹به گزارش پیوست، این سه بانک پس از پایان تست‌های اولیه، فرآیند انعقاد قرارداد با سکوهای خرید و فروش آنلاین طلا و نقره را آغاز خواهند کرد. ستاد مرکزی مبارزه با قاچاق کالا و ارز در اسفندماه سال گذشته در نامه‌ای به بانک مرکزی، خواستار اعلام فهرست خزانه‌های مورد تأیید برای خرید و فروش برخط طلا و نقره شده و از این بانک خواسته بود دست‌کم پنج خزانه معتبر، علاوه بر بانک کارگ
RADAR-104,2026-08,🔺 اتحادیه کسب‌وکارهای مجازی: بیشترین پروانه‌های کسب در رسته محصولات دیجیتالی و پوشاک بودند 🔹بازار کسب‌وکارهای مجازی کشور در سال ۱۴۰۴ روی سه رسته محصولات دیجیتالی، پوشاک و گروه آرایشی و بهداشتی متمرکز بود. به‌گونه‌ای که سهم این سه گروه از کل پروانه‌های صادرشده در مجموع به ۳۷.۷ درصد رسید. 🔹اتحادیه کسب‌وکارهای مجازی در سالی که گذشت ۲ هزار و ۴۴۵ پروانه کسب جدید صادر و به بیش از ۱۸ هزار شکایت رسیدگی کرد. اتحادیه کسب‌وکارهای مجازی پیش‌بینی می‌کند رشد این بازار نباید به فروش کالاهای مصرفی محدود بماند و حوزه‌هایی مانند لجستیک هوشمند، خدمات مالی، پلتفرم‌های B2B و فناوری‌های تخصصی ظرفیت چشمگیری برای ورود بازیگران جدید دارند. 🔹طبق گزارش عملکرد سال ۱۴۰۴ 
RADAR-105,2026-08,🔻برادران محمدی از دیجی‌کالا به هتل‌داری رسیدند؛ ۳۰۰ میلیارد برای ۲۵ درصد دُنسه 🔹حمید و سعید محمدی، بنیان‌گذاران دیجی‌کالا، این‌بار نه در تجارت الکترونیکی که در گردشگری دست به جیب شدند. آنها با ۳۰۰ میلیارد تومان سرمایه شخصی، ۲۵ درصد سهام گروه دُنسه را خریده‌اند و به جمع سهامداران و هیئت‌مدیره این مجموعه پیوسته‌اند. 🔹سهیل ممدوحی، بنیان‌گذار دُنسه، این سرمایه‌گذاری را بخشی از مسیر توسعه مجموعه می‌داند و حمید محمدی هم می‌گوید انتخاب گردشگری اتفاقی نیست؛ حوزه‌ای که به اعتقاد او «آینده ایران از مسیر آن می‌گذرد». حالا شاید سوال جذاب‌تر از رقم ۳۰۰ میلیارد تومان این باشد: بنیان‌گذاران بزرگ‌ترین فروشگاه آنلاین ایران در صنعت هتلداری چه فرصتی دیده‌اند؟ ح
RADAR-106,2026-08,🔺چند خزانه، یک واقعیت: انحصار بازار آنلاین طلا تمام نشده است 🔹بانک مرکزی پس از ماه‌ها اختلاف با پلتفرم‌های آنلاین طلا، سرانجام امکان استفاده از چند خزانه را پذیرفت و بانک‌های ملت و سامان نیز مجوز خزانه‌داری گرفتند. قرار است بانک‌های صادرات و کارآفرین هم در مرحله بعد به این فهرست اضافه شوند. با این حال، برای سکوهای طلا هنوز اتفاقی در عمل نیفتاده است. 🔹خزانه‌های جدید هنوز به سامانه ناظر متصل نشده‌اند و مسیر همکاری عملیاتی آنها با پلتفرم‌ها نیز فراهم نیست. در نتیجه سکوها همچنان نمی‌توانند ذخایر طلای خود را به خزانه‌های جدید منتقل کنند و وابستگی عملی آنها به بانک کارگشایی ادامه دارد. 🔹فعالان بازار می‌گویند صرف صدور مجوز برای بانک‌های جدید به معنا
RADAR-107,2026-08,🔻تو نقشه گنج بازار طلای ایران را پیدا کنید 🔹بازار طلا فقط طلافروشی‌ها و پلتفرم‌های خریدوفروش آنلاین نیست. پشت هر گرم طلایی که به دست مشتری می‌رسد، زنجیره‌ای از بازیگران فعالیت می‌کنند که بعضی‌هایشان تقریباً از چشم مصرف‌کننده پنهان‌اند. 🔹انتشار «نقشه اکوسیستم طلای ایران» از سوی طلاین، توجه آرش برهمند و مهرک محمودی را به همین بخش پنهان بازار جلب کرده؛ از معادن و واردکنندگان و بانک‌ها گرفته تا قالکاری، پالایشگاه‌های طلا، آزمایشگاه‌ها، سازندگان مصنوعات، بنکداران، زیرساخت‌های پرداخت و البته فین‌تک‌های طلا. 🔹این بار در پیوست هفته، آرش و مهرک از پشت‌صحنه اقتصاد دیجیتال ایران سراغ بازاری رفته‌اند که خیلی بزرگ‌تر از ویترین طلافروشی‌هاست. 🔹با بازیگران 
RADAR-108,2026-08,🔺آسیاتک به ازای هر سهم ۲۶ تومان سود می‌دهد 🔹مجمع عمومی عادی به‌طور فوق‌العاده صاحبان سهام شرکت انتقال داده‌های آسیاتک منتهی به ۲۹ اسفندماه ۱۴۰۴ تخصیص سود ۲۶ تومانی به ازای هر سهم معادل ۴۷ درصد از سود انباشته تلفیقی را تصویب کرد. مدیرعامل آسیاتک در این مجمع گفت که پیش‌بینی می‌شود درآمد این مجموعه تا پایان سال ۲۹ درصد رشد را ثبت کند. 🔹به‌گزارش پیوست، یوسفی‌زاده، مدیرعامل شرکت آسیاتک در مجمع ۱۴۰۴ این شرکت اعلام کرد که طرح توسعه پروژه فیبر نوری، طرح تحول دیجیتال شرکت و طرح توسعه خدمات مراکز داده در سال ۱۴۰۵ پیگیری می‌شود. طبق گفته یوسفی‌زاده این اهداف و برنامه‌ها از سال ۱۴۰۴ در دست انجام است. 🔹مدیرعامل آسیاتک گفت: سهم بازار این شرکت تا پایان سال 
